Anno;Municipio;Eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Famiglie
2004;Municipio 5;80 anni e più;Femmine;1;2489
2004;Municipio 5;80 anni e più;Femmine;2;378
2004;Municipio 5;80 anni e più;Femmine;3;54
2004;Municipio 5;80 anni e più;Femmine;4 e più;15
2004;Municipio 6;Da 18 a 34 anni;Maschi;1;2990
2004;Municipio 6;Da 18 a 34 anni;Maschi;2;1802
2004;Municipio 6;Da 18 a 34 anni;Maschi;3;939
2004;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;508
2004;Municipio 6;Da 35 a 64 anni;Maschi;1;5202
2004;Municipio 6;Da 35 a 64 anni;Maschi;2;5709
2004;Municipio 6;Da 35 a 64 anni;Maschi;3;6602
2004;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;6874
2004;Municipio 6;Da 65 a 79 anni;Maschi;1;1665
2004;Municipio 6;Da 65 a 79 anni;Maschi;2;6487
2004;Municipio 6;Da 65 a 79 anni;Maschi;3;1927
2004;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;574
2004;Municipio 6;80 anni e più;Maschi;1;680
2004;Municipio 6;80 anni e più;Maschi;2;1564
2004;Municipio 6;80 anni e più;Maschi;3;209
2004;Municipio 6;80 anni e più;Maschi;4 e più;40
2004;Municipio 6;Da 18 a 34 anni;Femmine;1;2450
2004;Municipio 6;Da 18 a 34 anni;Femmine;2;873
2004;Municipio 6;Da 18 a 34 anni;Femmine;3;351
2004;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;195
2004;Municipio 6;Da 35 a 64 anni;Femmine;1;5619
2004;Municipio 6;Da 35 a 64 anni;Femmine;2;3314
2004;Municipio 6;Da 35 a 64 anni;Femmine;3;1720
2004;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;1041
2004;Municipio 6;Da 65 a 79 anni;Femmine;1;6155
2004;Municipio 6;Da 65 a 79 anni;Femmine;2;1647
2004;Municipio 6;Da 65 a 79 anni;Femmine;3;282
2004;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;94
2004;Municipio 6;80 anni e più;Femmine;1;3753
2004;Municipio 6;80 anni e più;Femmine;2;569
2004;Municipio 6;80 anni e più;Femmine;3;80
2004;Municipio 6;80 anni e più;Femmine;4 e più;25
2004;Municipio 7;Da 18 a 34 anni;Maschi;1;3392
2004;Municipio 7;Da 18 a 34 anni;Maschi;2;2044
2004;Municipio 7;Da 18 a 34 anni;Maschi;3;1069
2004;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;582
2004;Municipio 7;Da 35 a 64 anni;Maschi;1;6105
2004;Municipio 7;Da 35 a 64 anni;Maschi;2;6568
2004;Municipio 7;Da 35 a 64 anni;Maschi;3;7675
2004;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;8092
2004;Municipio 7;Da 65 a 79 anni;Maschi;1;1793
2004;Municipio 7;Da 65 a 79 anni;Maschi;2;6994
2004;Municipio 7;Da 65 a 79 anni;Maschi;3;2091
2004;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;627
2004;Municipio 7;80 anni e più;Maschi;1;751
2004;Municipio 7;80 anni e più;Maschi;2;1732
2004;Municipio 7;80 anni e più;Maschi;3;235
2004;Municipio 7;80 anni e più;Maschi;4 e più;46
2004;Municipio 7;Da 18 a 34 anni;Femmine;1;2877
2004;Municipio 7;Da 18 a 34 anni;Femmine;2;1023
2004;Municipio 7;Da 18 a 34 anni;Femmine;3;406
2004;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;228
2004;Municipio 7;Da 35 a 64 anni;Femmine;1;6396
2004;Municipio 7;Da 35 a 64 anni;Femmine;2;3776
2004;Municipio 7;Da 35 a 64 anni;Femmine;3;1970
2004;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;1199
2004;Municipio 7;Da 65 a 79 anni;Femmine;1;6514
2004;Municipio 7;Da 65 a 79 anni;Femmine;2;1741
2004;Municipio 7;Da 65 a 79 anni;Femmine;3;299
2004;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;101
2004;Municipio 7;80 anni e più;Femmine;1;4074
2004;Municipio 7;80 anni e più;Femmine;2;618
2004;Municipio 7;80 anni e più;Femmine;3;87
2004;Municipio 7;80 anni e più;Femmine;4 e più;28
2004;Municipio 8;Da 18 a 34 anni;Maschi;1;3425
2004;Municipio 8;Da 18 a 34 anni;Maschi;2;2051
2004;Municipio 8;Da 18 a 34 anni;Maschi;3;1068
2004;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;579
2004;Municipio 8;Da 35 a 64 anni;Maschi;1;6180
2004;Municipio 8;Da 35 a 64 anni;Maschi;2;6676
2004;Municipio 8;Da 35 a 64 anni;Maschi;3;7769
2004;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;8178
2004;Municipio 8;Da 65 a 79 anni;Maschi;1;1958
2004;Municipio 8;Da 65 a 79 anni;Maschi;2;7633
2004;Municipio 8;Da 65 a 79 anni;Maschi;3;2236
2004;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;662
2004;Municipio 8;80 anni e più;Maschi;1;858
2004;Municipio 8;80 anni e più;Maschi;2;1990
2004;Municipio 8;80 anni e più;Maschi;3;271
2004;Municipio 8;80 anni e più;Maschi;4 e più;54
2004;Municipio 8;Da 18 a 34 anni;Femmine;1;2794
2004;Municipio 8;Da 18 a 34 anni;Femmine;2;994
2004;Municipio 8;Da 18 a 34 anni;Femmine;3;393
2004;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;220
2004;Municipio 8;Da 35 a 64 anni;Femmine;1;6416
2004;Municipio 8;Da 35 a 64 anni;Femmine;2;3790
2004;Municipio 8;Da 35 a 64 anni;Femmine;3;1977
2004;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;1204
2004;Municipio 8;Da 65 a 79 anni;Femmine;1;7225
2004;Municipio 8;Da 65 a 79 anni;Femmine;2;1920
2004;Municipio 8;Da 65 a 79 anni;Femmine;3;328
2004;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;120
2004;Municipio 8;80 anni e più;Femmine;1;4372
2004;Municipio 8;80 anni e più;Femmine;2;663
2004;Municipio 8;80 anni e più;Femmine;3;92
2004;Municipio 8;80 anni e più;Femmine;4 e più;28
2004;Municipio 9;Da 18 a 34 anni;Maschi;1;3776
2004;Municipio 9;Da 18 a 34 anni;Maschi;2;2265
2004;Municipio 9;Da 18 a 34 anni;Maschi;3;1177
2004;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;633
2004;Municipio 9;Da 35 a 64 anni;Maschi;1;6100
2004;Municipio 9;Da 35 a 64 anni;Maschi;2;6461
2004;Municipio 9;Da 35 a 64 anni;Maschi;3;7572
2004;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8046
2004;Municipio 9;Da 65 a 79 anni;Maschi;1;1626
2004;Municipio 9;Da 65 a 79 anni;Maschi;2;6336
2004;Municipio 9;Da 65 a 79 anni;Maschi;3;1879
2004;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;560
2004;Municipio 9;80 anni e più;Maschi;1;652
2004;Municipio 9;80 anni e più;Maschi;2;1521
2004;Municipio 9;80 anni e più;Maschi;3;207
2004;Municipio 9;80 anni e più;Maschi;4 e più;42
2004;Municipio 9;Da 18 a 34 anni;Femmine;1;2810
2004;Municipio 9;Da 18 a 34 anni;Femmine;2;999
2004;Municipio 9;Da 18 a 34 anni;Femmine;3;395
2004;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;224
2004;Municipio 9;Da 35 a 64 anni;Femmine;1;5956
2004;Municipio 9;Da 35 a 64 anni;Femmine;2;3516
2004;Municipio 9;Da 35 a 64 anni;Femmine;3;1842
2004;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;1121
2004;Municipio 9;Da 65 a 79 anni;Femmine;1;6035
2004;Municipio 9;Da 65 a 79 anni;Femmine;2;1596
2004;Municipio 9;Da 65 a 79 anni;Femmine;3;270
2004;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;94
2004;Municipio 9;80 anni e più;Femmine;1;3593
2004;Municipio 9;80 anni e più;Femmine;2;544
2004;Municipio 9;80 anni e più;Femmine;3;75
2004;Municipio 9;80 anni e più;Femmine;4 e più;25
2005;Municipio 1;Da 18 a 34 anni;Maschi;1;1916
2005;Municipio 1;Da 18 a 34 anni;Maschi;2;1066
2005;Municipio 1;Da 18 a 34 anni;Maschi;3;570
2005;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;310
2005;Municipio 1;Da 35 a 64 anni;Maschi;1;3854
2005;Municipio 1;Da 35 a 64 anni;Maschi;2;3786
2005;Municipio 1;Da 35 a 64 anni;Maschi;3;4372
2005;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4686
2005;Municipio 1;Da 65 a 79 anni;Maschi;1;899
2005;Municipio 1;Da 65 a 79 anni;Maschi;2;3395
2005;Municipio 1;Da 65 a 79 anni;Maschi;3;998
2005;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;298
2005;Municipio 1;80 anni e più;Maschi;1;445
2005;Municipio 1;80 anni e più;Maschi;2;988
2005;Municipio 1;80 anni e più;Maschi;3;138
2005;Municipio 1;80 anni e più;Maschi;4 e più;28
2005;Municipio 1;Da 18 a 34 anni;Femmine;1;1820
2005;Municipio 1;Da 18 a 34 anni;Femmine;2;655
2005;Municipio 1;Da 18 a 34 anni;Femmine;3;251
2005;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;144
2005;Municipio 1;Da 35 a 64 anni;Femmine;1;4206
2005;Municipio 1;Da 35 a 64 anni;Femmine;2;2418
2005;Municipio 1;Da 35 a 64 anni;Femmine;3;1321
2005;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;861
2005;Municipio 1;Da 65 a 79 anni;Femmine;1;2949
2005;Municipio 1;Da 65 a 79 anni;Femmine;2;793
2005;Municipio 1;Da 65 a 79 anni;Femmine;3;134
2005;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;49
2005;Municipio 1;80 anni e più;Femmine;1;2338
2005;Municipio 1;80 anni e più;Femmine;2;362
2005;Municipio 1;80 anni e più;Femmine;3;52
2005;Municipio 1;80 anni e più;Femmine;4 e più;11
2005;Municipio 2;Da 18 a 34 anni;Maschi;1;3377
2005;Municipio 2;Da 18 a 34 anni;Maschi;2;1888
2005;Municipio 2;Da 18 a 34 anni;Maschi;3;1005
2005;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;551
2005;Municipio 2;Da 35 a 64 anni;Maschi;1;5490
2005;Municipio 2;Da 35 a 64 anni;Maschi;2;5163
2005;Municipio 2;Da 35 a 64 anni;Maschi;3;6049
2005;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;6646
2005;Municipio 2;Da 65 a 79 anni;Maschi;1;1331
2005;Municipio 2;Da 65 a 79 anni;Maschi;2;5017
2005;Municipio 2;Da 65 a 79 anni;Maschi;3;1468
2005;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;433
2005;Municipio 2;80 anni e più;Maschi;1;588
2005;Municipio 2;80 anni e più;Maschi;2;1372
2005;Municipio 2;80 anni e più;Maschi;3;191
2005;Municipio 2;80 anni e più;Maschi;4 e più;37
2005;Municipio 2;Da 18 a 34 anni;Femmine;1;2415
2005;Municipio 2;Da 18 a 34 anni;Femmine;2;871
2005;Municipio 2;Da 18 a 34 anni;Femmine;3;335
2005;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;195
2005;Municipio 2;Da 35 a 64 anni;Femmine;1;5244
2005;Municipio 2;Da 35 a 64 anni;Femmine;2;3016
2005;Municipio 2;Da 35 a 64 anni;Femmine;3;1658
2005;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;1086
2005;Municipio 2;Da 65 a 79 anni;Femmine;1;4554
2005;Municipio 2;Da 65 a 79 anni;Femmine;2;1216
2005;Municipio 2;Da 65 a 79 anni;Femmine;3;207
2005;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;69
2005;Municipio 2;80 anni e più;Femmine;1;3036
2005;Municipio 2;80 anni e più;Femmine;2;470
2005;Municipio 2;80 anni e più;Femmine;3;67
2005;Municipio 2;80 anni e più;Femmine;4 e più;20
2005;Municipio 3;Da 18 a 34 anni;Maschi;1;2881
2005;Municipio 3;Da 18 a 34 anni;Maschi;2;1620
2005;Municipio 3;Da 18 a 34 anni;Maschi;3;869
2005;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;473
2005;Municipio 3;Da 35 a 64 anni;Maschi;1;5375
2005;Municipio 3;Da 35 a 64 anni;Maschi;2;5181
2005;Municipio 3;Da 35 a 64 anni;Maschi;3;6014
2005;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;6487
2005;Municipio 3;Da 65 a 79 anni;Maschi;1;1384
2005;Municipio 3;Da 65 a 79 anni;Maschi;2;5214
2005;Municipio 3;Da 65 a 79 anni;Maschi;3;1508
2005;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;445
2005;Municipio 3;80 anni e più;Maschi;1;692
2005;Municipio 3;80 anni e più;Maschi;2;1575
2005;Municipio 3;80 anni e più;Maschi;3;218
2005;Municipio 3;80 anni e più;Maschi;4 e più;42
2005;Municipio 3;Da 18 a 34 anni;Femmine;1;2281
2005;Municipio 3;Da 18 a 34 anni;Femmine;2;825
2005;Municipio 3;Da 18 a 34 anni;Femmine;3;316
2005;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;186
2005;Municipio 3;Da 35 a 64 anni;Femmine;1;5448
2005;Municipio 3;Da 35 a 64 anni;Femmine;2;3137
2005;Municipio 3;Da 35 a 64 anni;Femmine;3;1712
2005;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;1112
2005;Municipio 3;Da 65 a 79 anni;Femmine;1;5037
2005;Municipio 3;Da 65 a 79 anni;Femmine;2;1336
2005;Municipio 3;Da 65 a 79 anni;Femmine;3;227
2005;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;80
2005;Municipio 3;80 anni e più;Femmine;1;3888
2005;Municipio 3;80 anni e più;Femmine;2;599
2005;Municipio 3;80 anni e più;Femmine;3;85
2005;Municipio 3;80 anni e più;Femmine;4 e più;25
2005;Municipio 4;Da 18 a 34 anni;Maschi;1;3067
2005;Municipio 4;Da 18 a 34 anni;Maschi;2;1720
2005;Municipio 4;Da 18 a 34 anni;Maschi;3;925
2005;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;506
2005;Municipio 4;Da 35 a 64 anni;Maschi;1;5742
2005;Municipio 4;Da 35 a 64 anni;Maschi;2;5464
2005;Municipio 4;Da 35 a 64 anni;Maschi;3;6372
2005;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6933
2005;Municipio 4;Da 65 a 79 anni;Maschi;1;1642
2005;Municipio 4;Da 65 a 79 anni;Maschi;2;6204
2005;Municipio 4;Da 65 a 79 anni;Maschi;3;1762
2005;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;516
2005;Municipio 4;80 anni e più;Maschi;1;741
2005;Municipio 4;80 anni e più;Maschi;2;1741
2005;Municipio 4;80 anni e più;Maschi;3;242
2005;Municipio 4;80 anni e più;Maschi;4 e più;44
2005;Municipio 4;Da 18 a 34 anni;Femmine;1;2531
2005;Municipio 4;Da 18 a 34 anni;Femmine;2;915
2005;Municipio 4;Da 18 a 34 anni;Femmine;3;353
2005;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;211
2005;Municipio 4;Da 35 a 64 anni;Femmine;1;5778
2005;Municipio 4;Da 35 a 64 anni;Femmine;2;3314
2005;Municipio 4;Da 35 a 64 anni;Femmine;3;1807
2005;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;1180
2005;Municipio 4;Da 65 a 79 anni;Femmine;1;6030
2005;Municipio 4;Da 65 a 79 anni;Femmine;2;1594
2005;Municipio 4;Da 65 a 79 anni;Femmine;3;268
2005;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;98
2005;Municipio 4;80 anni e più;Femmine;1;4153
2005;Municipio 4;80 anni e più;Femmine;2;644
2005;Municipio 4;80 anni e più;Femmine;3;89
2005;Municipio 4;80 anni e più;Femmine;4 e più;29
2005;Municipio 5;Da 18 a 34 anni;Maschi;1;2710
2005;Municipio 5;Da 18 a 34 anni;Maschi;2;1516
2005;Municipio 5;Da 18 a 34 anni;Maschi;3;813
2005;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;442
2005;Municipio 5;Da 35 a 64 anni;Maschi;1;4737
2005;Municipio 5;Da 35 a 64 anni;Maschi;2;4541
2005;Municipio 5;Da 35 a 64 anni;Maschi;3;5262
2005;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5693
2005;Municipio 5;Da 65 a 79 anni;Maschi;1;1328
2005;Municipio 5;Da 65 a 79 anni;Maschi;2;5010
2005;Municipio 5;Da 65 a 79 anni;Maschi;3;1475
2005;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;439
2005;Municipio 5;80 anni e più;Maschi;1;453
2005;Municipio 5;80 anni e più;Maschi;2;1060
2005;Municipio 5;80 anni e più;Maschi;3;147
2005;Municipio 5;80 anni e più;Maschi;4 e più;30
2005;Municipio 5;Da 18 a 34 anni;Femmine;1;2078
2005;Municipio 5;Da 18 a 34 anni;Femmine;2;750
2005;Municipio 5;Da 18 a 34 anni;Femmine;3;288
2005;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;171
2005;Municipio 5;Da 35 a 64 anni;Femmine;1;4613
2005;Municipio 5;Da 35 a 64 anni;Femmine;2;2642
2005;Municipio 5;Da 35 a 64 anni;Femmine;3;1435
2005;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;933
2005;Municipio 5;Da 65 a 79 anni;Femmine;1;4348
2005;Municipio 5;Da 65 a 79 anni;Femmine;2;1178
2005;Municipio 5;Da 65 a 79 anni;Femmine;3;202
2005;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;70
2005;Municipio 5;80 anni e più;Femmine;1;2545
2005;Municipio 5;80 anni e più;Femmine;2;395
2005;Municipio 5;80 anni e più;Femmine;3;57
2005;Municipio 5;80 anni e più;Femmine;4 e più;18
2005;Municipio 6;Da 18 a 34 anni;Maschi;1;3048
2005;Municipio 6;Da 18 a 34 anni;Maschi;2;1699
2005;Municipio 6;Da 18 a 34 anni;Maschi;3;908
2005;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;493
2005;Municipio 6;Da 35 a 64 anni;Maschi;1;5595
2005;Municipio 6;Da 35 a 64 anni;Maschi;2;5528
2005;Municipio 6;Da 35 a 64 anni;Maschi;3;6333
2005;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;6755
2005;Municipio 6;Da 65 a 79 anni;Maschi;1;1744
2005;Municipio 6;Da 65 a 79 anni;Maschi;2;6586
2005;Municipio 6;Da 65 a 79 anni;Maschi;3;1910
2005;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;568
2005;Municipio 6;80 anni e più;Maschi;1;694
2005;Municipio 6;80 anni e più;Maschi;2;1618
2005;Municipio 6;80 anni e più;Maschi;3;225
2005;Municipio 6;80 anni e più;Maschi;4 e più;42
2005;Municipio 6;Da 18 a 34 anni;Femmine;1;2429
2005;Municipio 6;Da 18 a 34 anni;Femmine;2;878
2005;Municipio 6;Da 18 a 34 anni;Femmine;3;338
2005;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;202
2005;Municipio 6;Da 35 a 64 anni;Femmine;1;5843
2005;Municipio 6;Da 35 a 64 anni;Femmine;2;3356
2005;Municipio 6;Da 35 a 64 anni;Femmine;3;1813
2005;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;1167
2005;Municipio 6;Da 65 a 79 anni;Femmine;1;6180
2005;Municipio 6;Da 65 a 79 anni;Femmine;2;1657
2005;Municipio 6;Da 65 a 79 anni;Femmine;3;284
2005;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;100
2005;Municipio 6;80 anni e più;Femmine;1;3783
2005;Municipio 6;80 anni e più;Femmine;2;585
2005;Municipio 6;80 anni e più;Femmine;3;83
2005;Municipio 6;80 anni e più;Femmine;4 e più;24
2005;Municipio 7;Da 18 a 34 anni;Maschi;1;3478
2005;Municipio 7;Da 18 a 34 anni;Maschi;2;1939
2005;Municipio 7;Da 18 a 34 anni;Maschi;3;1036
2005;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;569
2005;Municipio 7;Da 35 a 64 anni;Maschi;1;6589
2005;Municipio 7;Da 35 a 64 anni;Maschi;2;6412
2005;Municipio 7;Da 35 a 64 anni;Maschi;3;7411
2005;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7988
2005;Municipio 7;Da 65 a 79 anni;Maschi;1;1881
2005;Municipio 7;Da 65 a 79 anni;Maschi;2;7089
2005;Municipio 7;Da 65 a 79 anni;Maschi;3;2071
2005;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;618
2005;Municipio 7;80 anni e più;Maschi;1;776
2005;Municipio 7;80 anni e più;Maschi;2;1807
2005;Municipio 7;80 anni e più;Maschi;3;252
2005;Municipio 7;80 anni e più;Maschi;4 e più;46
2005;Municipio 7;Da 18 a 34 anni;Femmine;1;2858
2005;Municipio 7;Da 18 a 34 anni;Femmine;2;1030
2005;Municipio 7;Da 18 a 34 anni;Femmine;3;396
2005;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;237
2005;Municipio 7;Da 35 a 64 anni;Femmine;1;6712
2005;Municipio 7;Da 35 a 64 anni;Femmine;2;3855
2005;Municipio 7;Da 35 a 64 anni;Femmine;3;2089
2005;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;1355
2005;Municipio 7;Da 65 a 79 anni;Femmine;1;6514
2005;Municipio 7;Da 65 a 79 anni;Femmine;2;1750
2005;Municipio 7;Da 65 a 79 anni;Femmine;3;300
2005;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;106
2005;Municipio 7;80 anni e più;Femmine;1;4179
2005;Municipio 7;80 anni e più;Femmine;2;647
2005;Municipio 7;80 anni e più;Femmine;3;91
2005;Municipio 7;80 anni e più;Femmine;4 e più;30
2005;Municipio 8;Da 18 a 34 anni;Maschi;1;3542
2005;Municipio 8;Da 18 a 34 anni;Maschi;2;1969
2005;Municipio 8;Da 18 a 34 anni;Maschi;3;1051
2005;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;573
2005;Municipio 8;Da 35 a 64 anni;Maschi;1;6680
2005;Municipio 8;Da 35 a 64 anni;Maschi;2;6488
2005;Municipio 8;Da 35 a 64 anni;Maschi;3;7503
2005;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;8099
2005;Municipio 8;Da 65 a 79 anni;Maschi;1;2044
2005;Municipio 8;Da 65 a 79 anni;Maschi;2;7721
2005;Municipio 8;Da 65 a 79 anni;Maschi;3;2219
2005;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;658
2005;Municipio 8;80 anni e più;Maschi;1;894
2005;Municipio 8;80 anni e più;Maschi;2;2098
2005;Municipio 8;80 anni e più;Maschi;3;292
2005;Municipio 8;80 anni e più;Maschi;4 e più;58
2005;Municipio 8;Da 18 a 34 anni;Femmine;1;2814
2005;Municipio 8;Da 18 a 34 anni;Femmine;2;1012
2005;Municipio 8;Da 18 a 34 anni;Femmine;3;390
2005;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;232
2005;Municipio 8;Da 35 a 64 anni;Femmine;1;6722
2005;Municipio 8;Da 35 a 64 anni;Femmine;2;3867
2005;Municipio 8;Da 35 a 64 anni;Femmine;3;2095
2005;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;1360
2005;Municipio 8;Da 65 a 79 anni;Femmine;1;7168
2005;Municipio 8;Da 65 a 79 anni;Femmine;2;1912
2005;Municipio 8;Da 65 a 79 anni;Femmine;3;326
2005;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;120
2005;Municipio 8;80 anni e più;Femmine;1;4546
2005;Municipio 8;80 anni e più;Femmine;2;702
2005;Municipio 8;80 anni e più;Femmine;3;98
2005;Municipio 8;80 anni e più;Femmine;4 e più;31
2005;Municipio 9;Da 18 a 34 anni;Maschi;1;3945
2005;Municipio 9;Da 18 a 34 anni;Maschi;2;2196
2005;Municipio 9;Da 18 a 34 anni;Maschi;3;1168
2005;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;636
2005;Municipio 9;Da 35 a 64 anni;Maschi;1;6704
2005;Municipio 9;Da 35 a 64 anni;Maschi;2;6381
2005;Municipio 9;Da 35 a 64 anni;Maschi;3;7418
2005;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8079
2005;Municipio 9;Da 65 a 79 anni;Maschi;1;1709
2005;Municipio 9;Da 65 a 79 anni;Maschi;2;6448
2005;Municipio 9;Da 65 a 79 anni;Maschi;3;1867
2005;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;555
2005;Municipio 9;80 anni e più;Maschi;1;685
2005;Municipio 9;80 anni e più;Maschi;2;1617
2005;Municipio 9;80 anni e più;Maschi;3;226
2005;Municipio 9;80 anni e più;Maschi;4 e più;42
2005;Municipio 9;Da 18 a 34 anni;Femmine;1;2836
2005;Municipio 9;Da 18 a 34 anni;Femmine;2;1024
2005;Municipio 9;Da 18 a 34 anni;Femmine;3;392
2005;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;233
2005;Municipio 9;Da 35 a 64 anni;Femmine;1;6290
2005;Municipio 9;Da 35 a 64 anni;Femmine;2;3617
2005;Municipio 9;Da 35 a 64 anni;Femmine;3;1969
2005;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;1281
2005;Municipio 9;Da 65 a 79 anni;Femmine;1;6021
2005;Municipio 9;Da 65 a 79 anni;Femmine;2;1600
2005;Municipio 9;Da 65 a 79 anni;Femmine;3;273
2005;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;97
2005;Municipio 9;80 anni e più;Femmine;1;3729
2005;Municipio 9;80 anni e più;Femmine;2;576
2005;Municipio 9;80 anni e più;Femmine;3;80
2005;Municipio 9;80 anni e più;Femmine;4 e più;25
2006;Municipio 1;Da 18 a 34 anni;Maschi;1;1828
2006;Municipio 1;Da 18 a 34 anni;Maschi;2;981
2006;Municipio 1;Da 18 a 34 anni;Maschi;3;521
2006;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;293
2006;Municipio 1;Da 35 a 64 anni;Maschi;1;4021
2006;Municipio 1;Da 35 a 64 anni;Maschi;2;3667
2006;Municipio 1;Da 35 a 64 anni;Maschi;3;4177
2006;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4551
2006;Municipio 1;Da 65 a 79 anni;Maschi;1;937
2006;Municipio 1;Da 65 a 79 anni;Maschi;2;3392
2006;Municipio 1;Da 65 a 79 anni;Maschi;3;989
2006;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;292
2006;Municipio 1;80 anni e più;Maschi;1;460
2006;Municipio 1;80 anni e più;Maschi;2;1021
2006;Municipio 1;80 anni e più;Maschi;3;143
2006;Municipio 1;80 anni e più;Maschi;4 e più;30
2006;Municipio 1;Da 18 a 34 anni;Femmine;1;1746
2006;Municipio 1;Da 18 a 34 anni;Femmine;2;633
2006;Municipio 1;Da 18 a 34 anni;Femmine;3;250
2006;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;143
2006;Municipio 1;Da 35 a 64 anni;Femmine;1;4291
2006;Municipio 1;Da 35 a 64 anni;Femmine;2;2450
2006;Municipio 1;Da 35 a 64 anni;Femmine;3;1368
2006;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;938
2006;Municipio 1;Da 65 a 79 anni;Femmine;1;2919
2006;Municipio 1;Da 65 a 79 anni;Femmine;2;794
2006;Municipio 1;Da 65 a 79 anni;Femmine;3;138
2006;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;46
2006;Municipio 1;80 anni e più;Femmine;1;2298
